var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,label
12.0,16.0,0.0,6.0,0.0,1.0,0.44,0.4394,0.51,0.3881,0.198770491803
3.0,7.0,0.0,5.0,1.0,1.0,0.26,0.2576,0.7,0.194,0.115778688525
3.0,22.0,0.0,5.0,1.0,1.0,0.62,0.6212,0.5,0.1642,0.11987704918
7.0,18.0,0.0,2.0,1.0,1.0,0.8,0.803,0.66,0.1343,0.542008196721
3.0,7.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.88,0.194,0.361680327869
5.0,16.0,0.0,4.0,1.0,1.0,0.74,0.6818,0.55,0.3582,0.39856557377
3.0,18.0,0.0,3.0,1.0,3.0,0.38,0.3939,0.82,0.2537,0.242827868852
8.0,23.0,0.0,4.0,1.0,2.0,0.7,0.6667,0.74,0.1343,0.115778688525
11.0,4.0,0.0,6.0,0.0,1.0,0.26,0.2727,0.87,0.1045,0.00512295081967
7.0,13.0,0.0,6.0,0.0,1.0,0.88,0.7576,0.29,0.0,0.314549180328
12.0,16.0,0.0,1.0,1.0,3.0,0.24,0.2273,0.87,0.2239,0.0327868852459
5.0,23.0,0.0,4.0,1.0,1.0,0.48,0.4697,0.94,0.0,0.0727459016393
7.0,1.0,0.0,2.0,1.0,1.0,0.7,0.6515,0.65,0.1045,0.0389344262295
9.0,20.0,0.0,1.0,1.0,1.0,0.64,0.5758,0.89,0.1343,0.256147540984
2.0,20.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.44,0.1343,0.274590163934
1.0,5.0,0.0,3.0,1.0,1.0,0.34,0.2879,0.46,0.5224,0.0286885245902
1.0,2.0,1.0,1.0,0.0,1.0,0.14,0.2121,0.46,0.0,0.016393442623
2.0,7.0,0.0,2.0,1.0,3.0,0.16,0.2273,0.93,0.0,0.0522540983607
1.0,20.0,0.0,4.0,1.0,1.0,0.18,0.2121,0.74,0.0896,0.0594262295082
6.0,17.0,0.0,4.0,1.0,1.0,0.88,0.7424,0.22,0.194,0.72131147541
7.0,7.0,1.0,1.0,0.0,1.0,0.66,0.6061,0.83,0.1343,0.0358606557377
3.0,8.0,0.0,0.0,0.0,1.0,0.28,0.2727,0.56,0.1642,0.0368852459016
8.0,2.0,0.0,1.0,1.0,1.0,0.64,0.6061,0.69,0.1045,0.00819672131148
3.0,19.0,0.0,0.0,0.0,3.0,0.3,0.2576,1.0,0.4925,0.0102459016393
4.0,12.0,0.0,3.0,1.0,2.0,0.36,0.3333,0.46,0.3881,0.185450819672
1.0,4.0,0.0,1.0,1.0,2.0,0.2,0.2576,0.8,0.0,0.0
11.0,16.0,0.0,6.0,0.0,2.0,0.36,0.3333,0.46,0.3284,0.40881147541
5.0,23.0,0.0,1.0,1.0,1.0,0.5,0.4848,0.68,0.0896,0.0614754098361
3.0,5.0,0.0,6.0,0.0,2.0,0.36,0.3636,0.93,0.0896,0.00102459016393
5.0,23.0,0.0,2.0,1.0,2.0,0.52,0.5,0.59,0.1343,0.0819672131148
6.0,4.0,0.0,6.0,0.0,2.0,0.64,0.5758,0.83,0.1642,0.0184426229508
12.0,21.0,0.0,6.0,0.0,2.0,0.3,0.3182,0.61,0.0896,0.110655737705
11.0,5.0,0.0,1.0,1.0,1.0,0.4,0.4091,0.87,0.0,0.0338114754098
9.0,0.0,0.0,0.0,0.0,2.0,0.56,0.5303,0.73,0.194,0.126024590164
10.0,20.0,0.0,6.0,0.0,3.0,0.36,0.3636,0.87,0.1045,0.0665983606557
10.0,16.0,0.0,4.0,1.0,1.0,0.66,0.6212,0.74,0.2239,0.281762295082
7.0,21.0,0.0,2.0,1.0,3.0,0.64,0.5758,0.89,0.1045,0.0911885245902
9.0,18.0,0.0,3.0,1.0,1.0,0.76,0.7424,0.75,0.194,0.858606557377
10.0,15.0,0.0,3.0,1.0,3.0,0.54,0.5152,1.0,0.1343,0.121926229508
8.0,15.0,0.0,2.0,1.0,1.0,0.82,0.7273,0.34,0.2985,0.323770491803
6.0,17.0,0.0,5.0,1.0,3.0,0.7,0.6515,0.7,0.2537,0.231557377049
10.0,9.0,0.0,3.0,1.0,2.0,0.48,0.4697,0.63,0.2239,0.24487704918
10.0,12.0,0.0,2.0,1.0,2.0,0.62,0.6212,0.46,0.0896,0.386270491803
9.0,23.0,0.0,5.0,1.0,2.0,0.64,0.6061,0.73,0.1642,0.0993852459016
7.0,12.0,0.0,6.0,0.0,3.0,0.6,0.5606,0.83,0.2239,0.467213114754
3.0,7.0,0.0,5.0,1.0,2.0,0.38,0.3939,0.4,0.2985,0.27356557377
1.0,10.0,0.0,4.0,1.0,2.0,0.3,0.303,0.81,0.1343,0.109631147541
5.0,11.0,0.0,6.0,0.0,1.0,0.7,0.6667,0.74,0.194,0.531762295082
12.0,7.0,0.0,0.0,0.0,1.0,0.16,0.197,0.64,0.0896,0.0184426229508
8.0,4.0,0.0,3.0,1.0,1.0,0.6,0.5909,0.73,0.2239,0.00922131147541
3.0,14.0,0.0,4.0,1.0,1.0,0.58,0.5455,0.35,0.2239,0.215163934426
12.0,9.0,0.0,2.0,1.0,1.0,0.26,0.2576,0.6,0.1642,0.237704918033
4.0,11.0,0.0,0.0,0.0,1.0,0.46,0.4545,0.41,0.4179,0.310450819672
12.0,15.0,0.0,3.0,1.0,1.0,0.48,0.4697,0.33,0.2836,0.290983606557
5.0,17.0,0.0,6.0,0.0,1.0,0.58,0.5455,0.4,0.2239,0.361680327869
2.0,16.0,0.0,5.0,1.0,1.0,0.66,0.6212,0.36,0.2836,0.236680327869
2.0,20.0,0.0,6.0,0.0,1.0,0.3,0.2879,0.87,0.2537,0.0696721311475
11.0,11.0,0.0,0.0,0.0,1.0,0.38,0.3939,0.46,0.2239,0.454918032787
7.0,10.0,0.0,3.0,1.0,1.0,0.74,0.6515,0.37,0.0,0.235655737705
2.0,11.0,0.0,3.0,1.0,1.0,0.24,0.2576,0.41,0.1045,0.0696721311475
7.0,4.0,0.0,1.0,1.0,1.0,0.72,0.7121,0.84,0.0896,0.00512295081967
2.0,0.0,0.0,6.0,0.0,1.0,0.34,0.3333,0.42,0.1642,0.0870901639344
9.0,16.0,0.0,0.0,0.0,2.0,0.56,0.5303,0.64,0.1642,0.377049180328
7.0,21.0,0.0,4.0,1.0,3.0,0.66,0.5909,0.89,0.2537,0.339139344262
10.0,12.0,0.0,1.0,1.0,1.0,0.58,0.5455,0.35,0.0,0.28893442623
4.0,8.0,0.0,5.0,1.0,2.0,0.26,0.2424,0.87,0.2537,0.210040983607
1.0,17.0,0.0,2.0,1.0,2.0,0.22,0.2273,0.82,0.194,0.127049180328
1.0,9.0,0.0,2.0,1.0,2.0,0.18,0.197,0.93,0.1642,0.198770491803
3.0,3.0,0.0,5.0,1.0,1.0,0.2,0.2273,0.69,0.1045,0.00102459016393
7.0,6.0,0.0,4.0,1.0,1.0,0.7,0.6515,0.7,0.0896,0.117827868852
12.0,16.0,0.0,0.0,0.0,1.0,0.34,0.3333,0.34,0.194,0.193647540984
11.0,5.0,0.0,4.0,1.0,1.0,0.34,0.3333,0.66,0.1343,0.0399590163934
4.0,4.0,1.0,5.0,0.0,1.0,0.38,0.3939,0.82,0.0896,0.00204918032787
4.0,18.0,0.0,6.0,0.0,2.0,0.62,0.6212,0.35,0.2239,0.491803278689
12.0,23.0,1.0,1.0,0.0,1.0,0.26,0.2727,0.7,0.1045,0.0286885245902
12.0,20.0,0.0,0.0,0.0,1.0,0.36,0.3485,0.76,0.1343,0.126024590164
9.0,6.0,0.0,5.0,1.0,1.0,0.62,0.5606,0.88,0.1045,0.142418032787
5.0,10.0,0.0,3.0,1.0,2.0,0.58,0.5455,0.83,0.1045,0.178278688525
4.0,21.0,0.0,2.0,1.0,1.0,0.62,0.5909,0.78,0.2836,0.198770491803
4.0,13.0,0.0,0.0,0.0,1.0,0.7,0.6515,0.58,0.2836,0.450819672131
12.0,21.0,0.0,0.0,0.0,2.0,0.36,0.3636,1.0,0.1045,0.0973360655738
2.0,15.0,1.0,1.0,0.0,1.0,0.34,0.3182,0.34,0.2239,0.295081967213
1.0,13.0,0.0,2.0,1.0,1.0,0.18,0.1212,0.34,0.6567,0.0737704918033
4.0,16.0,0.0,6.0,0.0,2.0,0.64,0.6212,0.27,0.3582,0.595286885246
6.0,23.0,0.0,3.0,1.0,1.0,0.62,0.6212,0.53,0.0,0.108606557377
2.0,1.0,0.0,3.0,1.0,1.0,0.28,0.2727,0.61,0.1642,0.00922131147541
1.0,22.0,1.0,1.0,0.0,3.0,0.14,0.1212,0.93,0.2537,0.0122950819672
11.0,9.0,0.0,2.0,1.0,1.0,0.4,0.4091,0.66,0.1642,0.22643442623
8.0,15.0,0.0,2.0,1.0,1.0,0.82,0.7576,0.46,0.2239,0.28893442623
4.0,1.0,0.0,0.0,0.0,2.0,0.38,0.3939,0.87,0.1343,0.0368852459016
1.0,21.0,1.0,1.0,0.0,2.0,0.24,0.2121,0.41,0.3284,0.0665983606557
6.0,6.0,0.0,4.0,1.0,3.0,0.58,0.5455,0.73,0.1642,0.113729508197
3.0,22.0,0.0,5.0,1.0,1.0,0.36,0.3485,0.71,0.1642,0.155737704918
5.0,6.0,0.0,2.0,1.0,3.0,0.52,0.5,0.77,0.1045,0.0256147540984
12.0,19.0,0.0,1.0,1.0,1.0,0.28,0.303,0.61,0.0896,0.245901639344
6.0,14.0,0.0,1.0,1.0,1.0,0.62,0.6212,0.41,0.4925,0.275614754098
11.0,4.0,0.0,6.0,0.0,1.0,0.24,0.2273,0.7,0.194,0.00614754098361
12.0,0.0,0.0,1.0,1.0,1.0,0.2,0.2273,0.69,0.0896,0.0194672131148
3.0,5.0,0.0,6.0,0.0,2.0,0.3,0.303,1.0,0.1343,0.00204918032787
3.0,5.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.67,0.0,0.0256147540984
4.0,10.0,0.0,0.0,0.0,1.0,0.5,0.4848,0.25,0.2239,0.305327868852
5.0,2.0,0.0,5.0,1.0,1.0,0.68,0.6364,0.61,0.2239,0.0174180327869
5.0,12.0,0.0,3.0,1.0,2.0,0.62,0.6212,0.57,0.2239,0.285860655738
9.0,19.0,0.0,2.0,1.0,2.0,0.54,0.5152,0.88,0.4179,0.286885245902
5.0,5.0,0.0,4.0,1.0,1.0,0.56,0.5303,0.68,0.3284,0.0348360655738
12.0,2.0,0.0,0.0,0.0,2.0,0.34,0.3485,0.87,0.0896,0.0881147540984
4.0,4.0,1.0,1.0,0.0,1.0,0.54,0.5152,0.77,0.2239,0.00512295081967
4.0,13.0,0.0,0.0,0.0,1.0,0.44,0.4394,0.33,0.2985,0.375
8.0,0.0,0.0,4.0,1.0,2.0,0.68,0.6364,0.89,0.0896,0.016393442623
2.0,6.0,0.0,3.0,1.0,2.0,0.24,0.2879,0.7,0.0,0.0993852459016
11.0,7.0,0.0,2.0,1.0,3.0,0.32,0.303,0.87,0.2537,0.108606557377
7.0,4.0,0.0,2.0,1.0,1.0,0.66,0.6212,0.69,0.1642,0.00409836065574
7.0,14.0,0.0,4.0,1.0,1.0,0.74,0.6515,0.35,0.2836,0.181352459016
2.0,9.0,0.0,5.0,1.0,1.0,0.22,0.2273,0.55,0.1642,0.280737704918
7.0,8.0,0.0,0.0,0.0,1.0,0.72,0.6818,0.66,0.0,0.093237704918
11.0,3.0,0.0,0.0,0.0,2.0,0.36,0.3485,0.62,0.1343,0.0276639344262
4.0,14.0,0.0,4.0,1.0,1.0,0.56,0.5303,0.35,0.0896,0.139344262295
4.0,4.0,0.0,0.0,0.0,2.0,0.36,0.3485,0.87,0.1343,0.0030737704918
8.0,6.0,0.0,4.0,1.0,2.0,0.68,0.6364,0.89,0.2985,0.0983606557377
3.0,12.0,0.0,1.0,1.0,1.0,0.38,0.3939,0.37,0.0,0.0952868852459
5.0,21.0,0.0,2.0,1.0,2.0,0.64,0.6212,0.61,0.4478,0.229508196721
2.0,17.0,0.0,1.0,1.0,1.0,0.54,0.5152,0.24,0.4478,0.540983606557
5.0,12.0,0.0,1.0,1.0,1.0,0.62,0.6061,0.69,0.2239,0.190573770492
9.0,1.0,0.0,3.0,1.0,3.0,0.54,0.5152,0.94,0.2537,0.00409836065574
4.0,19.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.28,0.2836,0.330942622951
12.0,11.0,0.0,0.0,0.0,1.0,0.34,0.3333,0.81,0.1642,0.259221311475
5.0,21.0,0.0,2.0,1.0,1.0,0.62,0.5909,0.78,0.1343,0.266393442623
7.0,7.0,0.0,6.0,0.0,1.0,0.66,0.6061,0.78,0.194,0.0717213114754
4.0,17.0,0.0,4.0,1.0,1.0,0.5,0.4848,0.29,0.1642,0.491803278689
12.0,10.0,0.0,4.0,1.0,1.0,0.32,0.303,0.53,0.2985,0.094262295082
8.0,22.0,0.0,1.0,1.0,1.0,0.7,0.6515,0.7,0.0896,0.139344262295
9.0,7.0,0.0,3.0,1.0,2.0,0.7,0.6667,0.79,0.2537,0.511270491803
6.0,0.0,0.0,4.0,1.0,1.0,0.6,0.6212,0.53,0.2985,0.0481557377049
5.0,23.0,0.0,1.0,1.0,1.0,0.56,0.5303,0.88,0.0896,0.0573770491803
11.0,3.0,0.0,0.0,0.0,1.0,0.28,0.2879,0.61,0.1045,0.0102459016393
6.0,19.0,0.0,4.0,1.0,1.0,0.84,0.7273,0.3,0.2985,0.584016393443
9.0,1.0,0.0,3.0,1.0,1.0,0.7,0.6667,0.84,0.194,0.0122950819672
11.0,16.0,0.0,4.0,1.0,1.0,0.32,0.2879,0.39,0.4179,0.198770491803
12.0,5.0,0.0,1.0,1.0,1.0,0.16,0.1515,0.64,0.194,0.00819672131148
5.0,21.0,0.0,2.0,1.0,1.0,0.54,0.5152,0.88,0.2537,0.177254098361
1.0,20.0,0.0,1.0,1.0,3.0,0.16,0.1667,0.59,0.1642,0.078893442623
1.0,10.0,0.0,2.0,1.0,2.0,0.22,0.2424,0.6,0.1045,0.0553278688525
12.0,9.0,0.0,3.0,1.0,2.0,0.3,0.3333,0.61,0.0,0.243852459016
5.0,23.0,0.0,6.0,0.0,1.0,0.7,0.6667,0.74,0.2537,0.152663934426
12.0,1.0,0.0,0.0,0.0,2.0,0.3,0.3182,0.87,0.0896,0.0952868852459
1.0,19.0,0.0,6.0,0.0,1.0,0.2,0.197,0.47,0.2239,0.103483606557
7.0,7.0,0.0,0.0,0.0,1.0,0.7,0.6515,0.7,0.0896,0.0655737704918
3.0,10.0,0.0,1.0,1.0,1.0,0.4,0.4091,0.5,0.2239,0.139344262295
4.0,19.0,0.0,4.0,1.0,1.0,0.48,0.4697,0.31,0.2537,0.497950819672
3.0,12.0,0.0,2.0,1.0,2.0,0.36,0.3485,0.5,0.2239,0.103483606557
1.0,19.0,0.0,0.0,0.0,1.0,0.26,0.2576,0.65,0.194,0.0553278688525
5.0,11.0,0.0,1.0,1.0,2.0,0.6,0.5606,0.83,0.1642,0.107581967213
4.0,14.0,0.0,0.0,0.0,1.0,0.54,0.5152,0.34,0.0,0.668032786885
7.0,3.0,0.0,2.0,1.0,1.0,0.7,0.6515,0.65,0.1343,0.00102459016393
2.0,6.0,0.0,5.0,1.0,1.0,0.1,0.1818,0.68,0.0,0.0235655737705
4.0,4.0,0.0,0.0,0.0,2.0,0.36,0.3636,0.93,0.1045,0.00409836065574
2.0,20.0,0.0,3.0,1.0,3.0,0.24,0.2424,0.87,0.1343,0.127049180328
7.0,17.0,0.0,2.0,1.0,1.0,0.82,0.7576,0.46,0.1045,0.55737704918
3.0,8.0,0.0,0.0,0.0,2.0,0.4,0.4091,0.94,0.3284,0.0901639344262
2.0,23.0,0.0,5.0,1.0,2.0,0.3,0.3182,0.7,0.0896,0.0655737704918
4.0,11.0,0.0,0.0,0.0,1.0,0.42,0.4242,0.41,0.2537,0.247950819672
11.0,12.0,0.0,3.0,1.0,1.0,0.34,0.303,0.42,0.3881,0.212090163934
4.0,1.0,0.0,0.0,0.0,1.0,0.42,0.4242,0.67,0.2239,0.030737704918
5.0,22.0,0.0,0.0,0.0,1.0,0.66,0.5909,0.89,0.1343,0.174180327869
6.0,13.0,0.0,3.0,1.0,1.0,0.74,0.6515,0.28,0.2836,0.19262295082
2.0,3.0,0.0,5.0,1.0,2.0,0.28,0.2879,0.93,0.1045,0.0
3.0,18.0,0.0,2.0,1.0,1.0,0.34,0.3333,0.27,0.194,0.239754098361
6.0,16.0,0.0,6.0,0.0,1.0,0.82,0.697,0.24,0.194,0.546106557377
6.0,0.0,0.0,0.0,0.0,1.0,0.66,0.6212,0.69,0.1045,0.160860655738
9.0,4.0,1.0,1.0,0.0,1.0,0.66,0.5909,0.89,0.0896,0.0102459016393
8.0,2.0,0.0,2.0,1.0,1.0,0.62,0.5909,0.73,0.2239,0.0030737704918
6.0,11.0,0.0,3.0,1.0,2.0,0.82,0.803,0.59,0.2239,0.113729508197
8.0,0.0,0.0,0.0,0.0,1.0,0.66,0.6212,0.57,0.0896,0.190573770492
3.0,5.0,0.0,6.0,0.0,1.0,0.22,0.2121,0.42,0.2836,0.00922131147541
6.0,11.0,0.0,3.0,1.0,1.0,0.84,0.7576,0.41,0.194,0.136270491803
10.0,14.0,0.0,4.0,1.0,1.0,0.52,0.5,0.32,0.0896,0.355532786885
9.0,9.0,0.0,0.0,0.0,1.0,0.66,0.6212,0.74,0.0,0.231557377049
10.0,15.0,0.0,4.0,1.0,2.0,0.48,0.4697,0.51,0.4478,0.162909836066
5.0,21.0,0.0,2.0,1.0,1.0,0.64,0.5909,0.78,0.0896,0.19262295082
5.0,11.0,0.0,0.0,0.0,1.0,0.72,0.6818,0.66,0.2239,0.530737704918
6.0,19.0,0.0,1.0,1.0,1.0,0.72,0.6667,0.54,0.194,0.415983606557
10.0,14.0,0.0,4.0,1.0,1.0,0.6,0.5909,0.73,0.1343,0.290983606557
4.0,8.0,0.0,5.0,1.0,1.0,0.54,0.5152,0.39,0.2985,0.430327868852
6.0,1.0,0.0,5.0,1.0,3.0,0.7,0.6515,0.65,0.2239,0.0225409836066
8.0,22.0,0.0,1.0,1.0,1.0,0.74,0.697,0.7,0.0896,0.21106557377
10.0,7.0,0.0,6.0,0.0,1.0,0.3,0.303,0.61,0.1642,0.0706967213115
5.0,14.0,0.0,4.0,1.0,1.0,0.64,0.6061,0.65,0.194,0.207991803279
3.0,13.0,0.0,0.0,0.0,1.0,0.38,0.3939,0.34,0.0,0.206967213115
5.0,13.0,0.0,2.0,1.0,2.0,0.72,0.6667,0.51,0.2239,0.254098360656
3.0,13.0,0.0,1.0,1.0,2.0,0.3,0.2879,0.24,0.2239,0.0840163934426
6.0,13.0,0.0,2.0,1.0,2.0,0.8,0.7273,0.43,0.2537,0.199795081967
8.0,22.0,0.0,2.0,1.0,1.0,0.72,0.6818,0.66,0.0896,0.19262295082
9.0,3.0,0.0,2.0,1.0,1.0,0.42,0.4242,0.71,0.0896,0.00409836065574
6.0,12.0,0.0,2.0,1.0,1.0,0.64,0.6212,0.41,0.3582,0.172131147541
8.0,12.0,0.0,5.0,1.0,1.0,0.8,0.697,0.27,0.0,0.22643442623
7.0,5.0,0.0,5.0,1.0,1.0,0.74,0.697,0.66,0.194,0.0348360655738
8.0,4.0,0.0,2.0,1.0,1.0,0.66,0.6212,0.74,0.1045,0.00922131147541
2.0,11.0,0.0,5.0,1.0,2.0,0.36,0.3636,0.81,0.1045,0.165983606557
5.0,15.0,0.0,3.0,1.0,1.0,0.64,0.6212,0.41,0.0,0.18237704918
9.0,16.0,0.0,3.0,1.0,1.0,0.72,0.6515,0.37,0.1642,0.520491803279
1.0,15.0,0.0,6.0,0.0,2.0,0.32,0.3182,0.36,0.194,0.131147540984
1.0,17.0,0.0,2.0,1.0,1.0,0.54,0.5152,0.26,0.4179,0.571721311475
8.0,14.0,0.0,3.0,1.0,1.0,0.82,0.7576,0.46,0.1642,0.268442622951
10.0,14.0,0.0,6.0,0.0,2.0,0.48,0.4697,0.48,0.2239,0.316598360656
9.0,0.0,0.0,3.0,1.0,2.0,0.54,0.5152,0.94,0.2239,0.0122950819672
12.0,12.0,0.0,5.0,1.0,2.0,0.34,0.3333,0.71,0.194,0.24487704918
11.0,7.0,0.0,2.0,1.0,1.0,0.52,0.5,0.77,0.2239,0.349385245902
4.0,14.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.31,0.4179,0.27356557377
5.0,15.0,0.0,2.0,1.0,2.0,0.64,0.6212,0.33,0.0896,0.183401639344
5.0,22.0,0.0,0.0,0.0,1.0,0.56,0.5303,0.83,0.0,0.118852459016
8.0,3.0,0.0,4.0,1.0,1.0,0.66,0.6061,0.83,0.0,0.00512295081967
8.0,0.0,0.0,5.0,1.0,1.0,0.66,0.6212,0.74,0.1045,0.0543032786885
7.0,8.0,0.0,2.0,1.0,2.0,0.8,0.7576,0.55,0.0,0.676229508197
1.0,16.0,0.0,0.0,0.0,3.0,0.34,0.3333,0.71,0.1642,0.0768442622951
12.0,19.0,0.0,6.0,0.0,3.0,0.24,0.2121,0.65,0.3284,0.107581967213
9.0,10.0,0.0,1.0,1.0,2.0,0.56,0.5303,0.64,0.1343,0.106557377049
8.0,12.0,0.0,3.0,1.0,1.0,0.74,0.6818,0.55,0.3284,0.239754098361
5.0,17.0,0.0,4.0,1.0,1.0,0.56,0.5303,0.78,0.1642,0.559426229508
1.0,9.0,1.0,1.0,0.0,1.0,0.24,0.2576,0.35,0.0,0.0686475409836
7.0,13.0,0.0,2.0,1.0,1.0,0.82,0.7424,0.43,0.1045,0.206967213115
8.0,0.0,0.0,4.0,1.0,1.0,0.66,0.6212,0.69,0.0,0.0768442622951
5.0,2.0,0.0,0.0,0.0,1.0,0.52,0.5,0.94,0.1045,0.0686475409836
1.0,17.0,0.0,0.0,0.0,1.0,0.34,0.3333,0.57,0.194,0.0655737704918
12.0,1.0,0.0,5.0,1.0,1.0,0.24,0.2879,0.75,0.0,0.0143442622951
3.0,22.0,0.0,6.0,0.0,2.0,0.42,0.4242,0.77,0.2985,0.0635245901639
11.0,4.0,1.0,5.0,0.0,1.0,0.3,0.2879,0.61,0.194,0.00717213114754
11.0,17.0,0.0,0.0,0.0,2.0,0.38,0.3939,0.66,0.2537,0.285860655738
8.0,15.0,0.0,5.0,1.0,1.0,0.76,0.697,0.55,0.2537,0.214139344262
3.0,0.0,0.0,6.0,0.0,1.0,0.26,0.2727,0.6,0.1343,0.0338114754098
2.0,8.0,0.0,1.0,1.0,1.0,0.24,0.2424,0.6,0.0,0.539959016393
6.0,5.0,0.0,6.0,0.0,1.0,0.68,0.6364,0.74,0.1343,0.015368852459
10.0,22.0,0.0,1.0,1.0,1.0,0.5,0.4848,0.59,0.2836,0.128073770492
5.0,16.0,0.0,6.0,0.0,2.0,0.54,0.5152,0.94,0.194,0.301229508197
1.0,9.0,1.0,1.0,0.0,1.0,0.1,0.1212,0.58,0.1642,0.0973360655738
6.0,17.0,0.0,6.0,0.0,1.0,0.88,0.7727,0.32,0.1343,0.36987704918
5.0,18.0,0.0,0.0,0.0,1.0,0.58,0.5455,0.49,0.0,0.27356557377
3.0,1.0,0.0,2.0,1.0,1.0,0.42,0.4242,1.0,0.1343,0.0184426229508
8.0,22.0,0.0,0.0,0.0,3.0,0.6,0.5455,0.88,0.4925,0.0389344262295
9.0,19.0,0.0,3.0,1.0,3.0,0.62,0.5455,0.94,0.0,0.28893442623
2.0,13.0,0.0,0.0,0.0,1.0,0.16,0.1212,0.4,0.4478,0.140368852459
7.0,11.0,0.0,0.0,0.0,1.0,0.76,0.7121,0.62,0.1045,0.39856557377
5.0,3.0,0.0,3.0,1.0,1.0,0.5,0.4848,0.63,0.2239,0.00204918032787
7.0,16.0,0.0,4.0,1.0,1.0,0.76,0.6667,0.33,0.1343,0.279713114754
3.0,11.0,0.0,0.0,0.0,1.0,0.36,0.3333,0.43,0.2836,0.305327868852
7.0,9.0,0.0,4.0,1.0,2.0,0.72,0.6818,0.7,0.1343,0.35143442623
11.0,2.0,0.0,4.0,1.0,2.0,0.42,0.4242,0.82,0.2239,0.00409836065574
10.0,10.0,0.0,3.0,1.0,1.0,0.66,0.6061,0.78,0.1642,0.178278688525
2.0,22.0,0.0,2.0,1.0,1.0,0.24,0.2879,0.44,0.0,0.0409836065574
9.0,23.0,0.0,5.0,1.0,2.0,0.56,0.5303,0.56,0.194,0.193647540984
2.0,18.0,0.0,6.0,0.0,1.0,0.3,0.2576,0.28,0.5821,0.135245901639
9.0,12.0,0.0,5.0,1.0,2.0,0.7,0.6515,0.54,0.2537,0.388319672131
7.0,16.0,0.0,2.0,1.0,1.0,0.8,0.7273,0.43,0.2239,0.444672131148
7.0,5.0,0.0,2.0,1.0,1.0,0.66,0.6061,0.83,0.1343,0.0420081967213
2.0,20.0,0.0,3.0,1.0,1.0,0.52,0.5,0.52,0.1642,0.269467213115
2.0,4.0,0.0,0.0,0.0,1.0,0.26,0.2273,0.6,0.3582,0.00102459016393
5.0,17.0,0.0,2.0,1.0,1.0,0.7,0.6515,0.54,0.4627,0.52868852459
7.0,16.0,0.0,2.0,1.0,1.0,0.82,0.7576,0.46,0.1045,0.286885245902
9.0,9.0,0.0,6.0,0.0,2.0,0.48,0.4697,0.67,0.2239,0.180327868852
3.0,6.0,0.0,2.0,1.0,3.0,0.46,0.4545,0.82,0.194,0.114754098361
4.0,0.0,0.0,1.0,1.0,1.0,0.48,0.4697,0.88,0.3284,0.0225409836066
11.0,8.0,0.0,5.0,1.0,2.0,0.4,0.4091,0.87,0.3582,0.40368852459
5.0,12.0,0.0,6.0,0.0,1.0,0.72,0.6667,0.58,0.2537,0.365778688525
10.0,17.0,0.0,6.0,0.0,1.0,0.62,0.6212,0.5,0.1343,0.401639344262
1.0,2.0,0.0,6.0,0.0,1.0,0.22,0.2273,0.64,0.1642,0.0143442622951
7.0,1.0,0.0,2.0,1.0,1.0,0.7,0.6667,0.74,0.1343,0.0143442622951
2.0,13.0,0.0,6.0,0.0,1.0,0.4,0.4091,0.43,0.2836,0.392418032787
1.0,19.0,0.0,2.0,1.0,1.0,0.38,0.3939,0.46,0.1045,0.286885245902
1.0,20.0,0.0,0.0,0.0,1.0,0.14,0.1212,0.46,0.2537,0.0379098360656
3.0,10.0,0.0,3.0,1.0,2.0,0.3,0.2879,0.75,0.2537,0.0573770491803
7.0,17.0,0.0,6.0,0.0,1.0,0.76,0.6818,0.45,0.2239,0.485655737705
2.0,0.0,0.0,1.0,1.0,1.0,0.26,0.2424,0.6,0.2537,0.0286885245902
11.0,21.0,0.0,4.0,1.0,1.0,0.3,0.2879,0.42,0.2537,0.117827868852
1.0,8.0,0.0,2.0,1.0,2.0,0.18,0.2121,0.51,0.0896,0.22131147541
6.0,22.0,0.0,2.0,1.0,1.0,0.56,0.5303,0.52,0.1045,0.196721311475
9.0,10.0,0.0,6.0,0.0,3.0,0.66,0.6212,0.65,0.2537,0.263319672131
6.0,21.0,0.0,4.0,1.0,1.0,0.66,0.6212,0.31,0.194,0.253073770492
5.0,8.0,0.0,5.0,1.0,1.0,0.42,0.4242,0.77,0.2537,0.460040983607
9.0,7.0,1.0,1.0,0.0,1.0,0.66,0.6212,0.74,0.1642,0.0409836065574
6.0,14.0,0.0,2.0,1.0,1.0,0.7,0.6364,0.3,0.4627,0.272540983607
8.0,6.0,0.0,4.0,1.0,1.0,0.62,0.6061,0.65,0.1642,0.107581967213
11.0,6.0,1.0,5.0,0.0,1.0,0.28,0.2576,0.45,0.3284,0.046106557377
12.0,2.0,0.0,3.0,1.0,1.0,0.28,0.2727,0.56,0.1642,0.00819672131148
5.0,19.0,0.0,2.0,1.0,1.0,0.66,0.6212,0.69,0.1642,0.52356557377
12.0,9.0,0.0,1.0,1.0,2.0,0.42,0.4242,1.0,0.2239,0.289959016393
